id	name	type	P1853	P21	born	died	P2031	url	description
393537	Seo-Gyu An	Q5						https://anilist.co/staff/393537	안서규. Artist.
393538	Emu Kaeru	Q5						https://anilist.co/staff/393538	笑夢かぇる. Mangaka.
393539	Fujii Kokon	Q5						https://anilist.co/staff/393539	藤井古今. Mangaka.
393541	Rokujouhan	Q5						https://anilist.co/staff/393541	六畳半. Mangaka.
393542	Yorozu Miyakami	Q5						https://anilist.co/staff/393542	ミヤカミヨロズ. Mangaka, Illustrator.
393547	Adam Elliott	Q5						https://anilist.co/staff/393547	
393548	Zareen Afzaal	Q5						https://anilist.co/staff/393548	Voice Actor.
393551	Henri Kashii	Q5						https://anilist.co/staff/393551	香椎へんり. Mangaka.
393552	Sonomi Nakajima	Q5		Q6581072	1936-01-02	2023-02-26	1954	https://anilist.co/staff/393552	中島そのみ. Vocalist. From Ueda, Nagano, Japan.
393553	Yamaori	Q5						https://anilist.co/staff/393553	ヤマオリ. Mangaka.
393554	Osamu Yoshioka	Q5		Q6581097	1934-02-19	2010-05-17	1956	https://anilist.co/staff/393554	吉岡治. Lyricist. From Yamaguchi, Japan.
393555	Victor Shounen Gasshoudan	Q131186						https://anilist.co/staff/393555	ビクター少年合唱団. Choir.
393556	Takashi Shikauchi	Q5	Q19831454	Q6581097	1941-02-25		1959	https://anilist.co/staff/393556	鹿内孝. Vocalist. From Ichikawa, Chiba, Japan.
393557	Do-Hae Hae	Q5						https://anilist.co/staff/393557	해도해. Writer.
393558	Sinwon	Q5						https://anilist.co/staff/393558	신원. Writer.
393559	Agake	Q5						https://anilist.co/staff/393559	아가케. Artist.
393561	Youichi Inoguchi	Q5						https://anilist.co/staff/393561	井之口陽一. Mangaka.
393574	Neushitora	Q5						https://anilist.co/staff/393574	ねうしとら. Writer.
393576	Stephen Albert	Q5						https://anilist.co/staff/393576	Translator.
393577	Hiiragi	Q5						https://anilist.co/staff/393577	ひいらぎ. Mangaka.
393578	Hiro Shimamura	Q5						https://anilist.co/staff/393578	嶋村ヒロ. Mangaka.
393597	Voltage							https://anilist.co/staff/393597	ボルテージ.
393598	Yuuki Kanamori	Q5						https://anilist.co/staff/393598	金盛由暉.
393599	Kaya Oda	Q5						https://anilist.co/staff/393599	小田花哉.
393607	Risa Tsuchiya	Q5						https://anilist.co/staff/393607	土屋りさ. Production Manager.
393608	Dong Nan Zhi Er	Q5						https://anilist.co/staff/393608	东南枝儿. Writer.
393609	Mi Tian Da Xia	Q5						https://anilist.co/staff/393609	弥天大厦. Writer.
393615	Takenoko Boy	Q5		Q6581097	1997-03-25			https://anilist.co/staff/393615	タケノコ少年. Composer.
393616	mopidona	Q5						https://anilist.co/staff/393616	Mangaka.
393617	Wu Laoyezi	Q5						https://anilist.co/staff/393617	五老爷子. Artist.
393628	Tiddler	Q5						https://anilist.co/staff/393628	Mangaka.
393629	Bowknots	Q5						https://anilist.co/staff/393629	Mangaka.
393630	Sanjin	Q5						https://anilist.co/staff/393630	산진. Artist.
393631	Bammasil	Q5						https://anilist.co/staff/393631	밤마실. Writer.
393636	Alichia	Q5						https://anilist.co/staff/393636	Artist.
393656	Yeo-Reum Kang	Q5						https://anilist.co/staff/393656	강여름. Mangaka.
393657	BG Kim	Q5						https://anilist.co/staff/393657	김BG. Artist.
393658	Akira	Q5						https://anilist.co/staff/393658	Artist.
393659	Umi	Q5						https://anilist.co/staff/393659	Artist.
393660	Mao	Q5						https://anilist.co/staff/393660	Artist.
393661	Nox	Q5						https://anilist.co/staff/393661	Artist.
393662	Kani	Q5						https://anilist.co/staff/393662	Artist.
393663	Kay	Q5						https://anilist.co/staff/393663	Artist.
393664	UNC	Q5						https://anilist.co/staff/393664	Writer.
393665	Sonpa	Q5						https://anilist.co/staff/393665	손파. Writer.
393666	Yeon	Q5						https://anilist.co/staff/393666	연. Writer.
393667	Maemi	Q5						https://anilist.co/staff/393667	매미. Writer.
393668	Shouki	Q5						https://anilist.co/staff/393668	Artist.
393669	Camellia	Q5						https://anilist.co/staff/393669	Artist.
393670	Shuxia Hua	Q5						https://anilist.co/staff/393670	花树下. Writer.
393671	Heihe Zi	Q5						https://anilist.co/staff/393671	黑盒子. Artist.
393672	Ushikuei	Q5						https://anilist.co/staff/393672	うしくえい. Mangaka.
393673	Qi Shan	Q5						https://anilist.co/staff/393673	启山. Artist.
393674	Bob Dashu	Q5						https://anilist.co/staff/393674	Bob大叔. Writer.
393675	Zhen Lai Ye	Q5						https://anilist.co/staff/393675	振来也. Artist.
393676	3Hao Ji	Q5						https://anilist.co/staff/393676	3号机. Writer.
393677	Dizhong Hai Da Mie	Q5						https://anilist.co/staff/393677	地中海达咩. Writer.
393678	AYA	Q5						https://anilist.co/staff/393678	Artist.
393679	Xiaoxiaoke Huasheng	Q5						https://anilist.co/staff/393679	小小颗花生. Artist.
393682	Toiro Nanami	Q5						https://anilist.co/staff/393682	七海といろ. Mangaka.
393683	Yanoyou	Q5						https://anilist.co/staff/393683	矢野葉. Writer.
393684	Sai Kajimiya	Q5						https://anilist.co/staff/393684	梶宮サイ.
393685	Rakuyou							https://anilist.co/staff/393685	落葉.
393686	Ricca Uno	Q5						https://anilist.co/staff/393686	宇野リッカ. Mangaka.
393687	Ponta							https://anilist.co/staff/393687	ぽん太.
393688	Mato Tomatomato	Q5						https://anilist.co/staff/393688	十的々マト. Mangaka.
393696	Aoi Fukamachi	Q5						https://anilist.co/staff/393696	深町碧. Mangaka.
393697	Sayuri Sasai	Q5						https://anilist.co/staff/393697	笹井さゆり.
393698	Fujiko Dokuta	Q5						https://anilist.co/staff/393698	毒田不二子. Mangaka.
393699	Melon Usuaji	Q5						https://anilist.co/staff/393699	薄味メロン. Writer. From Toyama Prefecture, Japan.
393700	Kuro Monokara	Q5						https://anilist.co/staff/393700	茂ノ加羅玄. Mangaka.
